Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,AgeCategory,FareCategory
0,3,0,61.0,0,0,345364,-0.5225380639171217,,S,1,senior,very_low
1,2,1,36.0,0,0,28551,-0.38645367226008004,D,S,1,adult,very_low
1,3,1,31.0,1,1,363291,-0.23502519947350137,,S,3,adult,very_low
1,1,1,16.0,0,1,111361,0.518680090286376,B18,C,2,child,very_low
1,3,1,29.69911764705882,2,0,367226,-0.1801889751089263,,Q,3,young_adult,very_low
0,1,0,45.5,0,0,113043,-0.07454120339735977,C124,S,1,adult,very_low
0,1,0,38.0,0,1,PC 17582,2.440127305651523,C91,S,2,adult,very_low
0,3,0,16.0,2,0,345764,-0.28583674682049287,,S,3,child,very_low
1,1,1,29.69911764705882,1,0,PC 17611,2.041432738597159,,S,2,young_adult,very_low
0,3,0,29.69911764705882,0,0,349225,-0.4891674544258282,,S,1,young_adult,very_low
0,1,0,29.0,1,0,113776,0.6921597684522944,C2,S,2,young_adult,very_low
1,1,1,41.0,0,0,16966,2.0585376159218884,E40,C,1,adult,very_low
1,3,0,45.0,0,0,7598,-0.48606442844527137,,S,1,adult,very_low
0,1,0,45.0,0,0,113784,0.06632249221806229,T,S,1,adult,very_low
1,2,0,2.0,1,1,230080,-0.12484966611715337,F2,S,3,child,very_low
1,1,1,24.0,3,2,19950,4.644392599719279,C23 C25 C27,S,6,young_adult,very_low
0,2,0,28.0,0,0,248740,-0.38645367226008004,,S,1,young_adult,very_low
0,2,0,25.0,0,0,244361,-0.38645367226008004,,S,1,young_adult,very_low
0,2,0,36.0,0,0,229236,-0.38645367226008004,,S,1,adult,very_low
1,2,1,24.0,0,0,248733,-0.38645367226008004,F33,S,1,young_adult,very_low
1,2,1,40.0,0,0,31418,-0.38645367226008004,,S,1,adult,very_low
1,3,1,29.69911764705882,1,0,386525,-0.32407117848753597,,S,2,young_adult,very_low
1,3,0,3.0,1,1,C.A. 37671,-0.3280958555051195,,S,3,child,very_low
0,3,0,42.0,0,0,315088,-0.4737388550789219,,S,1,adult,very_low
0,3,0,23.0,0,0,7267,-0.46241945096696835,,S,1,young_adult,very_low
0,1,0,29.69911764705882,0,0,113510,0.05626079967410357,C128,S,1,young_adult,very_low
0,3,0,15.0,1,1,2695,-0.502581702925434,,C,3,child,very_low
0,3,0,25.0,1,0,349237,-0.28986142383807634,,S,2,young_adult,very_low
0,3,0,29.69911764705882,0,0,2647,-0.5026662211428032,,C,1,young_adult,very_low
0,3,0,28.0,0,0,345783,-0.4568855200677911,,S,1,young_adult,very_low
1,1,1,22.0,0,1,113505,0.4587285014324523,E33,S,2,young_adult,very_low
0,2,1,38.0,0,0,237671,-0.38645367226008004,,S,1,adult,very_low
1,3,1,29.69911764705882,0,0,330931,-0.4895015026182876,,Q,1,young_adult,very_low
1,3,1,29.69911764705882,0,0,330980,-0.4895015026182876,,Q,1,young_adult,very_low
0,3,0,40.0,1,4,347088,-0.08661523445011025,,S,6,adult,very_low
0,2,0,29.0,1,0,SC/PARIS 2167,-0.09022134505786503,,C,2,young_adult,very_low
0,3,1,45.0,0,1,2691,-0.3571902456652305,,C,2,adult,very_low
0,3,0,35.0,0,0,SOTON/O.Q. 3101310,-0.5061878135331888,,S,1,adult,very_low
0,3,0,29.69911764705882,1,0,370365,-0.3361452095402864,,Q,2,young_adult,very_low
0,3,0,30.0,0,0,C 7076,-0.5021631365156053,,S,1,adult,very_low
1,1,1,60.0,1,0,110813,0.8662270494627804,D37,C,2,senior,very_low
1,3,1,29.69911764705882,0,0,2626,-0.502581702925434,,C,1,young_adult,very_low
1,3,1,29.69911764705882,0,0,14313,-0.49210144397164657,,Q,1,young_adult,very_low
1,1,1,24.0,0,0,PC 17477,0.7464929081896716,B35,C,1,young_adult,very_low
1,1,0,25.0,1,0,11765,0.4676170006257854,E50,C,2,young_adult,very_low
0,3,0,18.0,1,0,3101267,-0.5173401935489127,,S,2,young_adult,very_low
0,3,0,19.0,0,0,323951,-0.48606442844527137,,S,1,young_adult,very_low
0,1,0,22.0,0,0,PC 17760,2.081343448242025,,C,1,young_adult,very_low
0,3,1,3.0,3,1,349909,-0.22395733767514675,,S,5,child,very_low
1,1,1,29.69911764705882,1,0,PC 17604,1.0054969729792393,,C,2,young_adult,very_low
1,3,1,22.0,0,0,C 7077,-0.5021631365156053,,S,1,young_adult,very_low
0,1,0,27.0,0,2,113503,3.6080382676915317,C82,C,3,young_adult,very_low
0,3,0,20.0,0,0,2648,-0.5673125957377381,,C,1,young_adult,very_low
0,3,0,19.0,0,0,347069,-0.4915983593444487,,S,1,young_adult,very_low
1,1,1,42.0,0,0,PC 17757,3.930515513725408,,C,1,adult,very_low
1,3,1,1.0,0,2,2653,-0.3312813873645368,,C,3,child,very_low
0,3,0,32.0,0,0,STON/O 2. 3101293,-0.48857985158126105,,S,1,adult,very_low
1,1,1,35.0,1,0,113789,0.39835834616870003,,S,2,adult,very_low
0,3,0,29.69911764705882,0,0,349227,-0.4891674544258282,,S,1,young_adult,very_low
0,2,0,18.0,0,0,S.O.C. 14879,0.8310111255589249,,S,1,young_adult,very_low
0,3,0,1.0,5,2,CA 2144,0.29572908222032107,,S,8,child,very_low
1,2,1,36.0,0,0,27849,-0.38645367226008004,,S,1,adult,very_low
0,3,0,29.69911764705882,0,0,367655,-0.4925200103814753,,Q,1,young_adult,very_low
1,2,1,17.0,0,0,SC 1748,-0.4065770573479975,,C,1,child,very_low
1,1,0,36.0,1,2,113760,1.7667485321470857,B96 B98,S,4,adult,very_low
1,3,0,21.0,0,0,350034,-0.49117979293462,,S,1,young_adult,very_low
0,3,0,28.0,2,0,3101277,-0.48857985158126105,,S,3,young_adult,very_low
1,1,1,23.0,1,0,35273,1.6314187674308411,D36,C,2,young_adult,very_low
1,3,1,24.0,0,2,PP 9549,-0.3119971474347855,G6,S,3,young_adult,very_low
0,3,0,22.0,0,0,350052,-0.49117979293462,,S,1,young_adult,very_low
0,3,1,31.0,0,0,350407,-0.4900045872454856,,S,1,adult,very_low
0,2,0,46.0,0,0,28403,-0.12484966611715337,,S,1,adult,very_low
0,2,0,23.0,0,0,244278,-0.43676213497987365,,S,1,young_adult,very_low
1,2,1,28.0,0,0,240929,-0.3934968570408512,,S,1,young_adult,very_low
1,3,0,39.0,0,0,STON/O 2. 3101289,-0.48857985158126105,,S,1,adult,very_low
0,3,0,26.0,0,0,341826,-0.48606442844527137,,S,1,young_adult,very_low
0,3,1,21.0,1,0,4137,-0.45034541991421795,,S,2,young_adult,very_low
0,3,0,28.0,1,0,STON/O2. 3101279,-0.32910202475951533,,S,2,young_adult,very_low
0,3,1,20.0,0,0,315096,-0.4737388550789219,,S,1,young_adult,very_low
0,2,0,34.0,1,0,28664,-0.22546659155674054,,S,2,adult,very_low
0,3,0,51.0,0,0,347064,-0.49210144397164657,,S,1,senior,very_low
1,2,0,3.0,1,1,29106,-0.2707442080045548,,S,3,child,very_low
0,3,0,21.0,0,0,312992,-0.4915983593444487,,S,1,young_adult,very_low
0,3,1,29.69911764705882,3,1,4133,-0.13558146738453974,,S,5,young_adult,very_low
0,3,0,29.69911764705882,0,0,349222,-0.4891674544258282,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,394140,-0.5100454664545425,,Q,1,young_adult,very_low
1,1,1,33.0,1,0,19928,1.1630469795095626,C78,Q,2,adult,very_low
0,2,0,29.69911764705882,0,0,239853,-0.6480576784030068,,S,1,young_adult,very_low
1,3,0,44.0,0,0,STON/O 2. 3101269,-0.48857985158126105,,S,1,adult,very_low
0,3,1,29.69911764705882,0,0,343095,-0.48606442844527137,,S,1,young_adult,very_low
1,2,1,34.0,1,1,28220,0.005952336954309979,,S,3,adult,very_low
1,2,1,18.0,0,2,250652,-0.38645367226008004,,S,3,young_adult,very_low
0,2,0,30.0,0,0,28228,-0.38645367226008004,,S,1,adult,very_low
0,3,1,10.0,0,2,345773,-0.16207792852980066,,S,3,child,very_low
0,3,0,29.69911764705882,0,0,349254,-0.4891674544258282,,C,1,young_adult,very_low
0,3,0,21.0,0,0,A/5. 13032,-0.4924375045026148,,Q,1,young_adult,very_low
0,3,0,29.0,0,0,315082,-0.4895860208356569,,S,1,young_adult,very_low
0,3,1,28.0,1,1,347080,-0.35828093313699566,,S,3,young_adult,very_low
0,3,0,18.0,1,1,370129,-0.24131375731347557,,S,3,young_adult,very_low
0,3,0,29.69911764705882,0,0,A/4. 34244,-0.5021631365156053,,S,1,young_adult,very_low
1,2,1,28.0,1,0,2003,-0.12484966611715337,,S,2,young_adult,very_low
1,2,1,19.0,0,0,250655,-0.12484966611715337,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,364851,-0.49210144397164657,,Q,1,young_adult,very_low
1,3,0,32.0,0,0,SOTON/O.Q. 392078,-0.48606442844527137,E10,S,1,adult,very_low
1,1,0,28.0,0,0,110564,-0.11378180431879875,C52,S,1,young_adult,very_low
1,3,1,29.69911764705882,1,0,376564,-0.32407117848753597,,S,2,young_adult,very_low
1,2,1,42.0,1,0,SC/AH 3085,-0.12484966611715337,,S,2,adult,very_low
0,3,0,17.0,0,0,STON/O 2. 3101274,-0.504678559651595,,S,1,child,very_low
0,1,0,50.0,1,0,13507,0.47683954801157796,E44,S,2,senior,very_low
1,1,1,14.0,1,2,113760,1.7667485321470857,B96 B98,S,4,child,very_low
0,3,1,21.0,2,2,W./C. 6608,0.043683683994155176,,S,5,young_adult,very_low
1,2,1,24.0,2,3,29106,-0.2707442080045548,,S,6,young_adult,very_low
0,1,0,64.0,1,4,19950,4.644392599719279,C23 C25 C27,S,6,senior,very_low
0,2,0,31.0,0,0,C.A. 18723,-0.43676213497987365,,S,1,adult,very_low
1,2,1,45.0,1,1,F.C.C. 13529,-0.11981881984517401,,S,3,adult,very_low
0,3,0,20.0,0,0,345769,-0.4568855200677911,,S,1,young_adult,very_low
0,3,0,25.0,1,0,347076,-0.4915983593444487,,S,2,young_adult,very_low
1,2,1,28.0,0,0,230434,-0.38645367226008004,,S,1,young_adult,very_low
1,3,0,29.69911764705882,0,0,65306,-0.4848067168772765,,S,1,young_adult,very_low
1,1,0,4.0,0,2,33638,0.9992084151392652,A34,S,3,child,very_low
1,2,1,13.0,0,1,250644,-0.2556516691886167,,S,2,child,very_low
1,1,0,34.0,0,0,113794,-0.11378180431879875,,S,1,adult,very_low
1,3,1,5.0,2,1,2666,-0.26051549136436636,,C,4,child,very_low
1,1,0,52.0,0,0,113786,-0.034294433221524895,C104,S,1,senior,very_low
0,2,0,36.0,1,2,C.A. 34651,-0.08963374221329785,,S,4,adult,very_low
0,3,0,29.69911764705882,1,0,65303,-0.24626008536808563,,S,2,young_adult,very_low
0,1,0,30.0,0,0,113051,-0.08963374221329785,C111,C,1,adult,very_low
1,1,0,49.0,1,0,17453,1.1450204511478064,C92,C,2,adult,very_low
0,3,0,29.69911764705882,0,0,A/5 2817,-0.48606442844527137,,S,1,young_adult,very_low
1,3,0,29.0,0,0,349240,-0.4891674544258282,,C,1,young_adult,very_low
0,1,0,65.0,0,0,13509,-0.11378180431879875,E38,S,1,senior,very_low
1,1,1,29.69911764705882,1,0,17464,0.3955913807191113,D21,S,2,young_adult,very_low
1,2,1,50.0,0,0,F.C.C. 13531,-0.43676213497987365,,S,1,senior,very_low
0,3,0,29.69911764705882,0,0,371060,-0.49210144397164657,,Q,1,young_adult,very_low
1,1,0,48.0,0,0,19952,-0.11378180431879875,E12,S,1,adult,very_low
0,3,0,34.0,0,0,364506,-0.48606442844527137,,S,1,adult,very_low
0,1,0,47.0,0,0,111320,0.1266926474818146,E63,S,1,adult,very_low
0,2,0,48.0,0,0,234360,-0.38645367226008004,,S,1,adult,very_low
0,3,0,29.69911764705882,0,0,A/S 2816,-0.48606442844527137,,S,1,young_adult,very_low
0,3,0,38.0,0,0,SOTON/O.Q. 3101306,-0.5061878135331888,,S,1,adult,very_low
0,2,0,29.69911764705882,0,0,239853,-0.6480576784030068,,S,1,young_adult,very_low
0,1,0,56.0,0,0,113792,-0.11378180431879875,,S,1,senior,very_low
0,3,0,29.69911764705882,0,0,36209,-0.4926045285988445,,Q,1,young_adult,very_low
1,3,1,0.75,2,1,2666,-0.26051549136436636,,C,4,child,very_low
0,3,0,29.69911764705882,0,0,323592,-0.5021631365156053,,S,1,young_adult,very_low
0,3,0,38.0,0,0,315089,-0.4737388550789219,,S,1,adult,very_low
1,2,1,33.0,1,2,C.A. 34651,-0.08963374221329785,,S,4,adult,very_low
1,2,1,23.0,0,0,SC/AH Basle 541,-0.3705219882859758,D,C,1,young_adult,very_low
0,3,1,22.0,0,0,7553,-0.450093877600619,,S,1,young_adult,very_low
0,1,0,29.69911764705882,0,0,110465,0.39835834616870003,A14,S,1,young_adult,very_low
0,2,0,34.0,1,0,31027,-0.22546659155674054,,S,2,adult,very_low
0,3,0,29.0,1,0,3460,-0.5062723317505581,,S,2,young_adult,very_low
0,3,0,22.0,0,0,350060,-0.49671372383379725,,S,1,young_adult,very_low
1,3,1,2.0,0,1,3101298,-0.4007915841352212,,S,2,child,very_low
0,3,0,9.0,5,2,CA 2144,0.29572908222032107,,S,8,child,very_low
0,2,0,29.69911764705882,0,0,239854,-0.6480576784030068,,S,1,young_adult,very_low
0,3,0,50.0,0,0,A/5 3594,-0.48606442844527137,,S,1,senior,very_low
1,3,1,63.0,0,0,4134,-0.45512472387259834,,S,1,senior,very_low
1,1,0,25.0,1,0,11967,1.1847641366964432,B49,C,2,young_adult,very_low
0,3,1,29.69911764705882,3,1,4133,-0.13558146738453974,,S,5,young_adult,very_low
1,1,1,35.0,1,0,19943,1.1630469795095626,C93,S,2,adult,very_low
0,1,0,58.0,0,0,11771,-0.05039314129185886,B37,C,1,senior,very_low
0,3,0,30.0,0,0,A.5. 18509,-0.48606442844527137,,S,1,adult,very_low
1,3,0,9.0,1,1,C.A. 37671,-0.3280958555051195,,S,3,child,very_low
0,3,0,29.69911764705882,1,0,65304,-0.24626008536808563,,S,2,young_adult,very_low
0,3,0,21.0,0,0,SOTON/OQ 3101317,-0.5021631365156053,,S,1,young_adult,very_low
0,1,0,55.0,0,0,113787,-0.034294433221524895,C30,S,1,senior,very_low
0,1,0,71.0,0,0,PC 17609,0.34813440166627563,,C,1,senior,very_low
0,3,0,21.0,0,0,A/4 45380,-0.48606442844527137,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,2627,-0.35710773978637,,C,1,young_adult,very_low
1,1,1,54.0,1,0,36947,0.926933265257501,D20,C,2,senior,very_low
0,3,0,29.69911764705882,0,0,C.A. 6212,-0.3441945635754534,,S,1,young_adult,very_low
0,1,1,25.0,1,2,113781,2.401641331670881,C22 C26,S,4,young_adult,very_low
0,3,0,24.0,0,0,350035,-0.49117979293462,,S,1,young_adult,very_low
0,3,0,17.0,0,0,315086,-0.4737388550789219,,S,1,child,very_low
0,3,1,21.0,0,0,364846,-0.49210144397164657,,Q,1,young_adult,very_low
0,3,1,29.69911764705882,0,0,330909,-0.494532348890267,,Q,1,young_adult,very_low
0,3,1,37.0,0,0,4135,-0.45512472387259834,,S,1,adult,very_low
1,1,1,16.0,0,0,110152,1.0926151317018515,B79,S,1,child,very_low
0,1,0,18.0,1,0,PC 17758,1.5433789576712023,C65,C,2,young_adult,very_low
1,2,1,33.0,0,2,26360,-0.12484966611715337,,S,3,adult,very_low
1,1,0,29.69911764705882,0,0,111427,-0.11378180431879875,,S,1,young_adult,very_low
0,3,0,28.0,0,0,C 4001,-0.19477842929766648,,S,1,young_adult,very_low
1,3,0,26.0,0,0,1601,0.48882906084695926,,S,1,young_adult,very_low
1,3,0,29.0,0,0,382651,-0.49210144397164657,,Q,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,SOTON/OQ 3101316,-0.48606442844527137,,S,1,young_adult,very_low
1,1,0,36.0,0,0,PC 17473,-0.11906419290437707,E25,S,1,adult,very_low
1,1,1,54.0,1,0,PC 17603,0.547271395819289,,C,2,senior,very_low
0,3,0,24.0,0,0,349209,-0.4972168084609952,,S,1,young_adult,very_low
0,1,0,47.0,0,0,36967,0.03655598099601484,D46,S,1,adult,very_low
1,2,1,34.0,0,0,C.A. 34260,-0.43676213497987365,F33,S,1,adult,very_low
0,3,0,29.69911764705882,0,0,371110,-0.16207792852980066,,Q,1,young_adult,very_low
1,2,1,36.0,1,0,226875,-0.12484966611715337,,S,2,adult,very_low
0,3,0,32.0,0,0,349242,-0.4891674544258282,,S,1,adult,very_low
1,1,1,30.0,0,0,12749,1.2334788273172737,B73,S,1,adult,very_low
0,3,0,22.0,0,0,349252,-0.4891674544258282,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,2624,-0.5026662211428032,,C,1,young_adult,very_low
1,1,1,44.0,0,1,111361,0.518680090286376,B18,C,2,adult,very_low
0,3,0,29.69911764705882,0,0,2700,-0.502581702925434,,C,1,young_adult,very_low
0,3,0,40.5,0,0,367232,-0.49210144397164657,,Q,1,adult,very_low
1,2,1,50.0,0,0,W./C. 14258,-0.43676213497987365,,S,1,senior,very_low
0,1,0,29.69911764705882,0,0,PC 17483,3.8148905676872524,C95,S,1,young_adult,very_low
0,3,0,39.0,0,0,3101296,-0.48857985158126105,,S,1,adult,very_low
0,2,0,23.0,2,1,29104,-0.4166387498919562,,S,4,young_adult,very_low
1,2,1,2.0,1,1,26360,-0.12484966611715337,,S,3,child,very_low
0,3,0,29.69911764705882,0,0,2641,-0.502581702925434,,C,1,young_adult,very_low
0,3,0,17.0,1,1,2690,-0.502581702925434,,C,3,child,very_low
1,3,1,29.69911764705882,0,2,2668,-0.1981329975918223,,C,3,young_adult,very_low
0,3,1,30.0,0,0,315084,-0.4737388550789219,,S,1,adult,very_low
1,2,1,7.0,0,2,F.C.C. 13529,-0.11981881984517401,,S,3,child,very_low
0,1,0,45.0,0,0,113050,-0.11378180431879875,B38,S,1,adult,very_low
1,1,1,30.0,0,0,PC 17761,1.4935735795786065,,C,1,adult,very_low
0,3,0,29.69911764705882,0,0,364498,-0.35626859462820387,,S,1,young_adult,very_low
1,1,1,22.0,0,2,13568,0.3480498834489064,B39,C,3,young_adult,very_low
1,1,1,36.0,0,2,WE/P 5735,0.7807026628391313,B22,S,3,adult,very_low
0,3,1,9.0,4,2,347082,-0.01869880977838891,,S,7,child,very_low
0,3,1,11.0,4,2,347082,-0.01869880977838891,,S,7,child,very_low
1,2,0,32.0,1,0,2908,-0.12484966611715337,,S,2,adult,very_low
0,1,0,50.0,1,0,PC 17761,1.4935735795786065,C86,C,2,senior,very_low
0,1,0,64.0,0,0,693,-0.12484966611715337,,S,1,senior,very_low
1,2,1,19.0,1,0,2908,-0.12484966611715337,,S,2,young_adult,very_low
1,2,0,29.69911764705882,0,0,SC/PARIS 2146,-0.36909725262175125,,C,1,young_adult,very_low
0,3,0,33.0,1,1,363291,-0.23502519947350137,,S,3,adult,very_low
1,2,0,8.0,1,1,C.A. 33112,0.0914767235779591,,S,3,child,very_low
1,1,0,17.0,0,2,17421,1.583289667316069,C70,C,3,child,very_low
0,2,0,27.0,0,0,244358,-0.12484966611715337,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,330979,-0.4905076718726835,,Q,1,young_adult,very_low
1,3,0,22.0,0,0,2620,-0.5026662211428032,,C,1,young_adult,very_low
1,3,1,22.0,0,0,347085,-0.4915983593444487,,S,1,young_adult,very_low
0,1,0,62.0,0,0,113807,-0.11378180431879875,,S,1,senior,very_low
1,1,1,48.0,1,0,11755,0.1488283710785238,A16,C,2,adult,very_low
0,1,0,29.69911764705882,0,0,PC 17757,3.930515513725408,,C,1,young_adult,very_low
1,1,1,39.0,1,1,110413,0.9547699438496172,E67,S,3,adult,very_low
1,3,1,36.0,1,0,345572,-0.2979107778732433,,S,2,adult,very_low
0,3,0,29.69911764705882,0,0,372622,-0.49210144397164657,,Q,1,young_adult,very_low
0,3,0,40.0,0,0,349251,-0.4891674544258282,,S,1,adult,very_low
0,2,0,28.0,0,0,218629,-0.3763919797161213,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,SOTON/OQ 392082,-0.48606442844527137,,S,1,young_adult,very_low
0,3,1,29.69911764705882,0,0,SOTON/O.Q. 392087,-0.48606442844527137,,S,1,young_adult,very_low
0,3,0,24.0,2,0,A/4 48871,-0.16207792852980066,,S,3,young_adult,very_low
0,3,0,19.0,0,0,349205,-0.4891674544258282,,S,1,young_adult,very_low
0,3,1,29.0,0,4,349909,-0.22395733767514675,,S,5,young_adult,very_low
0,3,0,29.69911764705882,0,0,2686,-0.502581702925434,,C,1,young_adult,very_low
1,3,0,32.0,0,0,350417,-0.4900045872454856,,S,1,adult,very_low
1,2,0,62.0,0,0,S.W./PP 752,-0.43676213497987365,,S,1,senior,very_low
1,1,1,53.0,2,0,11769,0.38787808721491257,C101,S,3,senior,very_low
1,1,0,36.0,0,0,PC 17474,-0.11705185439558537,E25,S,1,adult,very_low
1,3,1,29.69911764705882,0,0,14312,-0.49210144397164657,,Q,1,young_adult,very_low
0,3,0,16.0,0,0,A/4. 20589,-0.48606442844527137,,S,1,child,very_low
0,3,0,19.0,0,0,358585,-0.35626859462820387,,S,1,young_adult,very_low
1,2,1,34.0,0,0,243880,-0.38645367226008004,,S,1,adult,very_low
1,1,1,39.0,1,0,13507,0.47683954801157796,E44,S,2,adult,very_low
0,3,1,29.69911764705882,1,0,2689,-0.35710773978637,,C,2,young_adult,very_low
1,3,0,32.0,0,0,STON/O 2. 3101286,-0.48857985158126105,,S,1,adult,very_low
1,2,1,25.0,1,1,237789,-0.04435612576548362,,S,3,young_adult,very_low
1,1,1,39.0,1,1,17421,1.583289667316069,C68,C,3,adult,very_low
0,2,0,54.0,0,0,28403,-0.12484966611715337,,S,1,senior,very_low
0,1,0,36.0,0,0,13049,0.15939314824968043,A10,C,1,adult,very_low
0,3,0,29.69911764705882,0,0,3411,-0.4727326858245261,,C,1,young_adult,very_low
1,1,1,18.0,0,2,110413,0.9547699438496172,E68,S,3,young_adult,very_low
0,2,0,47.0,0,0,237565,-0.34620690208424515,,S,1,adult,very_low
1,1,0,60.0,1,1,13567,0.9457144205600544,B41,C,3,senior,very_low
0,3,0,22.0,0,0,14973,-0.48606442844527137,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,A./5. 3235,-0.48606442844527137,,S,1,young_adult,very_low
0,3,0,35.0,0,0,STON/O 2. 3101273,-0.504678559651595,,S,1,adult,very_low
1,1,1,52.0,1,0,36947,0.926933265257501,D20,C,2,senior,very_low
0,3,0,47.0,0,0,A/5 3902,-0.5021631365156053,,S,1,adult,very_low
0,3,1,29.69911764705882,0,2,364848,-0.49210144397164657,,Q,3,young_adult,very_low
0,2,0,37.0,1,0,SC/AH 29037,-0.12484966611715337,,S,2,adult,very_low
0,3,0,36.0,1,1,345773,-0.16207792852980066,,S,3,adult,very_low
1,2,1,29.69911764705882,0,0,248727,0.016014029498268696,,S,1,young_adult,very_low
0,3,0,49.0,0,0,LINE,-0.6480576784030068,,S,1,adult,very_low
0,3,0,29.69911764705882,0,0,2664,-0.5026662211428032,,C,1,young_adult,very_low
1,1,0,49.0,1,0,PC 17485,0.4975505359440627,A20,C,2,adult,very_low
1,2,1,24.0,2,1,243847,-0.10472628102923592,,S,4,young_adult,very_low
0,3,0,29.69911764705882,0,0,349214,-0.4891674544258282,,S,1,young_adult,very_low
0,1,0,29.69911764705882,0,0,113796,0.20517384932469257,,S,1,young_adult,very_low
0,3,0,44.0,0,0,364511,-0.48606442844527137,,S,1,adult,very_low
1,1,0,35.0,0,0,111426,-0.11378180431879875,,C,1,adult,very_low
0,3,0,36.0,1,0,349910,-0.3351390402858906,,S,2,adult,very_low
0,3,0,30.0,0,0,349246,-0.4891674544258282,,S,1,adult,very_low
1,1,0,27.0,0,0,113804,-0.034294433221524895,,S,1,young_adult,very_low
1,2,1,22.0,1,2,SC/Paris 2123,0.18865657484452997,,C,4,young_adult,very_low
1,1,1,40.0,0,0,PC 17582,2.440127305651523,C125,S,1,adult,very_low
0,3,1,39.0,1,5,347082,-0.01869880977838891,,S,7,adult,very_low
0,3,0,29.69911764705882,0,0,SOTON/O.Q. 3101305,-0.5061878135331888,,S,1,young_adult,very_low
1,3,1,29.69911764705882,1,0,367230,-0.3361452095402864,,Q,2,young_adult,very_low
0,3,0,29.69911764705882,0,0,370377,-0.49210144397164657,,Q,1,young_adult,very_low
0,3,0,35.0,0,0,364512,-0.48606442844527137,,S,1,adult,very_low
1,2,1,24.0,1,2,220845,0.6599623523116267,,S,4,young_adult,very_low
0,3,0,34.0,1,1,347080,-0.35828093313699566,,S,3,adult,very_low
0,3,1,26.0,1,0,A/5. 3336,-0.32407117848753597,,S,2,young_adult,very_low
1,2,1,4.0,2,1,230136,0.13675434002577333,F4,S,4,child,very_low
0,2,0,26.0,0,0,31028,-0.43676213497987365,,S,1,young_adult,very_low
0,3,0,27.0,1,0,2659,-0.3571902456652305,,C,2,young_adult,very_low
1,1,0,42.0,1,0,11753,0.40951072618442386,D19,S,2,adult,very_low
1,3,0,20.0,1,1,2653,-0.3312813873645368,,C,3,young_adult,very_low
0,3,0,21.0,0,0,350029,-0.4900045872454856,,S,1,young_adult,very_low
0,3,0,21.0,0,0,54636,-0.32407117848753597,,S,1,young_adult,very_low
0,1,0,61.0,0,0,36963,0.002346226346555142,D50,S,1,senior,very_low
0,2,0,57.0,0,0,219533,-0.39953387256722633,,Q,1,senior,very_low
1,1,1,21.0,0,0,13502,0.9207272132963871,D9,S,1,young_adult,very_low
0,3,0,26.0,0,0,349224,-0.4891674544258282,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,334912,-0.4924375045026148,,Q,1,young_adult,very_low
1,1,0,80.0,0,0,27042,-0.04435612576548362,A23,S,1,,very_low
0,3,0,51.0,0,0,347743,-0.5061032953158195,,S,1,senior,very_low
1,1,0,32.0,0,0,13214,-0.034294433221524895,B50,C,1,adult,very_low
0,1,0,29.69911764705882,0,0,112052,-0.6480576784030068,,S,1,young_adult,very_low
0,3,1,9.0,3,2,347088,-0.08661523445011025,,S,6,child,very_low
1,2,1,28.0,0,0,237668,-0.38645367226008004,,S,1,young_adult,very_low
0,3,0,32.0,0,0,STON/O 2. 3101292,-0.48857985158126105,,S,1,adult,very_low
0,2,0,31.0,1,1,C.A. 31921,-0.11981881984517401,,S,3,adult,very_low
0,3,1,41.0,0,5,3101295,0.15058916727371655,,S,6,adult,very_low
0,3,0,29.69911764705882,1,0,376564,-0.32407117848753597,,S,2,young_adult,very_low
0,3,0,20.0,0,0,350050,-0.4900045872454856,,S,1,young_adult,very_low
1,1,1,24.0,0,0,PC 17477,0.7464929081896716,B35,C,1,young_adult,very_low
0,3,1,2.0,3,2,347088,-0.08661523445011025,,S,6,child,very_low
1,3,0,29.69911764705882,0,0,1601,0.48882906084695926,,S,1,young_adult,very_low
1,3,1,0.75,2,1,2666,-0.26051549136436636,,C,4,child,very_low
1,1,0,48.0,1,0,PC 17572,0.895993560684828,D33,C,2,adult,very_low
0,3,0,19.0,0,0,349231,-0.4891674544258282,,S,1,young_adult,very_low
1,1,0,56.0,0,0,13213,0.06632249221806229,A26,C,1,senior,very_low
0,3,0,29.69911764705882,0,0,S.O./P.P. 751,-0.4961261209892301,,S,1,young_adult,very_low
1,3,1,23.0,0,0,CA. 2314,-0.4961261209892301,,S,1,young_adult,very_low
0,3,0,29.69911764705882,0,0,349221,-0.4891674544258282,,S,1,young_adult,very_low
1,2,1,18.0,0,1,231919,-0.18521982138090567,,S,2,young_adult,very_low
0,3,0,21.0,0,0,8475,-0.4783511349410726,,S,1,young_adult,very_low
1,3,1,29.69911764705882,0,0,330919,-0.4905076718726835,,Q,1,young_adult,very_low
